scenario,run_id,t_s,T_h_in_K,T_h_out_K,T_c_in_K,T_c_out_K,delta_P_Pa,U_mean_W_m2K,delta_f_mean_m,delta_f_max_m,freezing_alarm,early_stop,t_h,group,U_ideal,dP_ideal,T_h_out_ideal,T_c_out_ideal,Q_ideal,eps_ideal,U_error,dP_error,T_h_out_error,T_c_out_error,dP_meas_unc,dP_ideal_unc,dP_error_unc
gradual_freezing,1,66766.4,248.38,167.537,115.696,172.029,977.81,212.624,0.000798749,0.00124696,1,0,18.54622222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.0037905749484,359.3692350702229,10.569140555308394,-6.209111094407547,1.95562,61.844076492977706,61.87498886346306
gradual_freezing,1,66826.4,248.509,167.132,115.528,171.438,977.597,212.61,0.000799088,0.00124752,1,0,18.56288888888889,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.01779057494838,359.1562350702229,10.164140555308393,-6.800111094407555,1.955194,61.844076492977706,61.874975400778254
gradual_freezing,1,66886.4,248.607,168.161,114.981,171.34,976.257,212.595,0.000799427,0.00124809,1,0,18.579555555555554,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.03279057494839,357.8162350702229,11.19314055530839,-6.89811109440754,1.9525139999999999,61.844076492977706,61.87489077315187
gradual_freezing,1,66946.5,248.87,167.52,115.201,172.019,974.947,212.581,0.000799766,0.00124865,1,0,18.59625,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.0467905749484,356.50623507022294,10.552140555308398,-6.219111094407538,1.949894,61.844076492977706,61.87480815227239
gradual_freezing,1,67006.5,248.073,165.715,113.914,171.462,976.422,212.566,0.000800103,0.00124921,1,0,18.612916666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.06179057494839,357.98123507022297,8.747140555308391,-6.776111094407554,1.952844,61.844076492977706,61.874901187457375
gradual_freezing,1,67066.6,247.782,167.182,115.782,171.437,977.175,212.552,0.000800441,0.00124978,1,0,18.629611111111114,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.0757905749484,358.7342350702229,10.214140555308376,-6.801111094407531,1.95435,61.844076492977706,61.87494873688202
gradual_freezing,1,67126.6,247.241,167.047,114.443,172.025,979.27,212.538,0.000800778,0.00125034,1,0,18.64627777777778,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.08979057494838,360.8292350702229,10.079140555308385,-6.213111094407537,1.95854,61.844076492977706,61.875081221771964
gradual_freezing,1,67186.7,248.087,166.782,115.655,172.427,979.13,212.523,0.000801114,0.0012509,1,0,18.662972222222223,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.104790574948396,360.68923507022294,9.814140555308398,-5.811111094407551,1.9582600000000001,61.844076492977706,61.87507235952842
gradual_freezing,1,67246.7,247.719,166.733,115.925,171.295,978.987,212.509,0.000801451,0.00125146,1,0,18.67963888888889,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.118790574948406,360.5462350702229,9.765140555308392,-6.943111094407556,1.9579739999999999,61.844076492977706,61.87506330868643
gradual_freezing,1,67306.7,248.133,167.207,114.552,171.386,977.952,212.495,0.000801786,0.00125202,1,0,18.696305555555554,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.13279057494839,359.51123507022294,10.239140555308381,-6.852111094407547,1.955904,61.844076492977706,61.87499784021405
gradual_freezing,1,67366.8,248.484,166.752,115.213,172.229,978.559,212.48,0.000802121,0.00125258,1,0,18.713,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.1477905749484,360.1182350702229,9.784140555308397,-6.00911109440753,1.957118,61.844076492977706,61.87503622734456
gradual_freezing,1,67426.8,248.435,167.19,115.188,171.933,980.743,212.466,0.000802456,0.00125314,1,0,18.729666666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.161790574948384,362.302235070223,10.222140555308386,-6.30511109440755,1.961486,61.844076492977706,61.87517454195562
gradual_freezing,1,67486.9,248.487,166.546,115.53,172.11,980.792,212.452,0.00080279,0.00125369,1,0,18.74636111111111,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.175790574948394,362.35123507022297,9.57814055530838,-6.128111094407529,1.961584,61.844076492977706,61.87517764870121
gradual_freezing,1,67546.9,248.651,166.963,115.993,171.094,982.842,212.438,0.000803124,0.00125425,1,0,18.763027777777776,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.189790574948404,364.4012350702229,9.995140555308382,-7.144111094407549,1.965684,61.844076492977706,61.87530776373669
gradual_freezing,1,67606.9,248.583,166.69,114.707,171.305,982.33,212.423,0.000803457,0.00125481,1,0,18.77969444444444,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.20479057494839,363.889235070223,9.722140555308386,-6.933111094407536,1.96466,61.844076492977706,61.87527524128582
gradual_freezing,1,67667.0,248.997,167.05,115.067,171.693,981.085,212.409,0.00080379,0.00125536,1,0,18.796388888888888,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.2187905749484,362.644235070223,10.0821405553084,-6.545111094407531,1.9621700000000002,61.844076492977706,61.87519622900745
gradual_freezing,1,67727.0,248.311,166.122,115.283,171.912,980.944,212.395,0.000804122,0.00125592,1,0,18.813055555555554,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.23279057494838,362.5032350702229,9.154140555308402,-6.326111094407537,1.9618879999999999,61.844076492977706,61.87518728693936
gradual_freezing,1,67787.1,249.093,167.804,115.241,171.715,982.075,212.381,0.000804454,0.00125647,1,0,18.82975,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.24679057494839,363.634235070223,10.83614055530839,-6.52311109440754,1.96415,61.844076492977706,61.87525904989633
gradual_freezing,1,67847.1,249.446,167.46,114.618,171.257,980.546,212.367,0.000804786,0.00125702,1,0,18.84641666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.2607905749484,362.105235070223,10.492140555308396,-6.981111094407538,1.961092,61.844076492977706,61.87516205313519
gradual_freezing,1,67907.2,248.36,167.486,115.96,172.184,985.128,212.353,0.000805117,0.00125758,1,0,18.86311111111111,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.27479057494838,366.687235070223,10.518140555308378,-6.054111094407546,1.9702560000000002,61.844076492977706,61.875453177934894
gradual_freezing,1,67967.2,248.688,166.679,115.719,171.643,978.75,212.339,0.000805447,0.00125813,1,0,18.879777777777775,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.28879057494839,360.30923507022294,9.71114055530839,-6.595111094407542,1.9575,61.844076492977706,61.87504831124803
gradual_freezing,1,68027.2,249.12,166.748,114.941,171.635,982.929,212.325,0.000805777,0.00125868,1,0,18.896444444444445,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.3027905749484,364.4882350702229,9.780140555308378,-6.603111094407552,1.9658579999999999,61.844076492977706,61.87531329169527
gradual_freezing,1,68087.3,247.876,166.905,115.426,171.854,981.109,212.311,0.000806107,0.00125923,1,0,18.91313888888889,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.316790574948385,362.668235070223,9.937140555308389,-6.38411109440753,1.962218,61.844076492977706,61.87519775118946
gradual_freezing,1,68147.3,248.056,166.913,115.026,171.028,979.429,212.297,0.000806436,0.00125978,1,0,18.929805555555557,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.330790574948395,360.9882350702229,9.945140555308399,-7.2101110944075515,1.958858,61.844076492977706,61.875091288283706
gradual_freezing,1,68207.4,247.763,167.302,115.631,171.638,983.694,212.283,0.000806765,0.00126033,1,0,18.946499999999997,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.344790574948405,365.2532350702229,10.33414055530838,-6.600111094407538,1.967388,61.844076492977706,61.87536192065321
gradual_freezing,1,68267.4,247.672,167.67,115.337,171.087,981.624,212.269,0.000807093,0.00126087,1,0,18.963166666666666,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.35879057494839,363.18323507022296,10.702140555308375,-7.151111094407554,1.963248,61.844076492977706,61.875230423641916
gradual_freezing,1,68327.4,249.271,167.664,115.104,171.802,983.446,212.255,0.000807421,0.00126142,1,0,18.979833333333332,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.3727905749484,365.00523507022297,10.696140555308375,-6.436111094407551,1.966892,61.844076492977706,61.87534615183128
gradual_freezing,1,68387.5,249.28,168.15,115.652,172.365,984.377,212.241,0.000807748,0.00126197,1,0,18.99652777777778,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.38679057494838,365.9362350702229,11.182140555308393,-5.873111094407534,1.968754,61.844076492977706,61.875405369030055
gradual_freezing,1,68447.5,249.439,166.298,115.951,171.395,984.617,212.227,0.000808075,0.00126251,1,0,19.013194444444444,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.40079057494839,366.1762350702229,9.33014055530839,-6.843111094407533,1.969234,61.844076492977706,61.875420643548225
gradual_freezing,1,68507.6,248.358,166.743,114.692,170.411,983.236,212.213,0.000808402,0.00126306,1,0,19.02988888888889,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.4147905749484,364.79523507022293,9.775140555308383,-7.827111094407542,1.966472,61.844076492977706,61.87533280230549
gradual_freezing,1,68567.6,248.415,166.558,116.26,171.438,984.627,212.199,0.000808728,0.0012636,1,0,19.046555555555557,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.42879057494838,366.1862350702229,9.59014055530838,-6.800111094407555,1.9692539999999998,61.844076492977706,61.87542128006721
gradual_freezing,1,68627.7,249.183,166.817,114.99,171.408,984.556,212.185,0.000809053,0.00126415,1,0,19.06325,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.44279057494839,366.115235070223,9.849140555308395,-6.830111094407556,1.9691120000000002,61.844076492977706,61.87541676092228
gradual_freezing,1,68687.7,249.227,167.585,115.801,171.68,984.115,212.171,0.000809378,0.00126469,1,0,19.079916666666666,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.4567905749484,365.67423507022295,10.617140555308396,-6.558111094407536,1.9682300000000001,61.844076492977706,61.875388698594676
gradual_freezing,1,68747.7,248.557,166.928,115.419,171.766,983.216,212.158,0.000809703,0.00126523,1,0,19.09658333333333,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.469790574948405,364.77523507022295,9.960140555308385,-6.472111094407552,1.966432,61.844076492977706,61.875331531070614
gradual_freezing,1,68807.8,248.791,167.699,115.018,171.406,984.063,212.144,0.000810027,0.00126578,1,0,19.11327777777778,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.48379057494839,365.6222350702229,10.7311405553084,-6.832111094407537,1.968126,61.844076492977706,61.87538539048588
gradual_freezing,1,68867.8,249.402,166.211,114.741,170.522,986.245,212.13,0.000810351,0.00126632,1,0,19.129944444444444,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.4977905749484,367.80423507022294,9.2431405553084,-7.716111094407552,1.97249,61.844076492977706,61.87552435389439
gradual_freezing,1,68927.9,248.841,167.391,116.842,171.933,984.275,212.116,0.000810674,0.00126686,1,0,19.146638888888887,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.51179057494838,365.8342350702229,10.423140555308379,-6.30511109440755,1.96855,61.844076492977706,61.87539887848625
gradual_freezing,1,68987.9,247.76,167.105,115.061,172.067,983.593,212.103,0.000810997,0.0012674,1,0,19.163305555555553,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.52479057494838,365.1522350702229,10.137140555308378,-6.171111094407536,1.9671859999999999,61.844076492977706,61.8753554981939
gradual_freezing,1,69047.9,248.801,168.027,115.508,171.124,983.92,212.089,0.00081132,0.00126794,1,0,19.179972222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.53879057494839,365.4792350702229,11.059140555308375,-7.114111094407548,1.96784,61.844076492977706,61.87537629408712
gradual_freezing,1,69108.0,248.441,166.49,116.194,171.985,986.903,212.075,0.000811642,0.00126847,1,0,19.196666666666665,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.5527905749484,368.46223507022296,9.522140555308397,-6.253111094407529,1.9738060000000002,61.844076492977706,61.87556631979148
gradual_freezing,1,69168.0,247.753,166.826,115.743,171.377,987.175,212.062,0.000811963,0.00126901,1,0,19.213333333333335,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.56579057494838,368.7342350702229,9.858140555308381,-6.8611110944075335,1.97435,61.844076492977706,61.87558367556445
gradual_freezing,1,69228.1,248.659,167.737,115.501,171.703,984.967,212.048,0.000812284,0.00126955,1,0,19.230027777777778,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.57979057494839,366.5262350702229,10.769140555308383,-6.53511109440754,1.969934,61.844076492977706,61.875442925555156
gradual_freezing,1,69288.1,248.74,167.123,115.225,172.038,987.119,212.035,0.000812605,0.00127008,1,0,19.246694444444447,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.592790574948395,368.67823507022297,10.155140555308378,-6.200111094407532,1.9742380000000002,61.844076492977706,61.875580101926495
gradual_freezing,1,69348.2,249.225,167.535,115.426,172.027,985.449,212.021,0.000812925,0.00127062,1,0,19.263388888888887,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.606790574948405,367.0082350702229,10.567140555308384,-6.211111094407556,1.970898,61.844076492977706,61.87547362401101
gradual_freezing,1,69408.2,248.446,167.704,115.08,172.063,984.556,212.007,0.000813245,0.00127115,1,0,19.280055555555556,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.62079057494839,366.115235070223,10.736140555308396,-6.175111094407555,1.9691120000000002,61.844076492977706,61.87541676092228
gradual_freezing,1,69468.2,249.171,167.613,115.47,171.599,986.205,211.994,0.000813564,0.00127169,1,0,19.296722222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.63379057494839,367.764235070223,10.645140555308387,-6.6391110944075535,1.9724100000000002,61.844076492977706,61.875521803677564
gradual_freezing,1,69528.3,249.104,166.827,115.088,171.738,988.312,211.98,0.000813883,0.00127222,1,0,19.31341666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.6477905749484,369.87123507022295,9.859140555308386,-6.5001110944075435,1.9766240000000002,61.844076492977706,61.87565627697741
gradual_freezing,1,69588.3,248.325,167.491,115.003,172.134,988.294,211.967,0.000814201,0.00127275,1,0,19.330083333333334,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.66079057494838,369.8532350702229,10.523140555308402,-6.104111094407557,1.976588,61.844076492977706,61.87565512696428
gradual_freezing,1,69648.4,249.245,167.431,116.062,171.646,987.076,211.953,0.000814519,0.00127329,1,0,19.346777777777778,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.67479057494839,368.63523507022296,10.4631405553084,-6.5921110944075565,1.9741520000000001,61.844076492977706,61.87557735802052
gradual_freezing,1,69708.4,249.457,167.611,114.555,172.351,985.845,211.94,0.000814837,0.00127382,1,0,19.363444444444443,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.687790574948394,367.40423507022297,10.643140555308378,-5.887111094407544,1.9716900000000002,61.844076492977706,61.87549885637592
gradual_freezing,1,69768.5,248.29,167.033,115.234,171.282,986.513,211.927,0.000815154,0.00127435,1,0,19.38013888888889,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.7007905749484,368.072235070223,10.065140555308375,-6.956111094407532,1.9730260000000002,61.844076492977706,61.87554144301247
gradual_freezing,1,69828.5,248.666,167.42,114.625,172.008,987.734,211.913,0.00081547,0.00127488,1,0,19.396805555555556,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.71479057494838,369.293235070223,10.452140555308375,-6.230111094407533,1.9754680000000002,61.844076492977706,61.875619359229866
gradual_freezing,1,69888.5,248.873,167.64,115.853,171.57,986.129,211.9,0.000815787,0.00127541,1,0,19.41347222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.727790574948386,367.68823507022296,10.672140555308374,-6.66811109440755,1.972258,61.844076492977706,61.875516958550264
gradual_freezing,1,69948.6,249.045,167.241,114.556,171.517,989.25,211.886,0.000816102,0.00127594,1,0,19.43016666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.741790574948396,370.80923507022294,10.273140555308402,-6.721111094407547,1.9785000000000001,61.844076492977706,61.875716234394226
gradual_freezing,1,70008.6,248.648,167.562,115.486,170.932,989.621,211.873,0.000816418,0.00127646,1,0,19.446833333333334,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.7547905749484,371.1802350702229,10.5941405553084,-7.306111094407555,1.979242,61.844076492977706,61.87573996457611
gradual_freezing,1,70068.7,249.068,166.777,115.701,172.686,989.874,211.86,0.000816733,0.00127699,1,0,19.463527777777777,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.76779057494838,371.43323507022296,9.809140555308375,-5.552111094407536,1.979748,61.844076492977706,61.87575615225063
gradual_freezing,1,70128.7,248.19,167.572,115.26,171.475,988.235,211.846,0.000817047,0.00127752,1,0,19.480194444444443,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.78179057494839,369.79423507022295,10.60414055530839,-6.763111094407549,1.9764700000000002,61.844076492977706,61.875651357623525
gradual_freezing,1,70188.7,248.513,166.172,115.8,171.144,989.222,211.833,0.000817361,0.00127804,1,0,19.49686111111111,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.794790574948394,370.7812350702229,9.204140555308385,-7.094111094407538,1.978444,61.844076492977706,61.87571444379785
gradual_freezing,1,70248.8,249.482,167.185,115.49,171.187,984.657,211.82,0.000817674,0.00127857,1,0,19.513555555555556,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.8077905749484,366.216235070223,10.21714055530839,-7.051111094407531,1.969314,61.844076492977706,61.875423189662904
gradual_freezing,1,70308.8,249.418,168.098,115.601,171.428,988.978,211.807,0.000817988,0.00127909,1,0,19.53022222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.820790574948404,370.5372350702229,11.130140555308401,-6.810111094407546,1.977956,61.844076492977706,61.87569884217239
gradual_freezing,1,70368.9,248.854,167.216,115.814,171.854,988.59,211.793,0.0008183,0.00127962,1,0,19.546916666666664,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.834790574948386,370.14923507022297,10.248140555308396,-6.38411109440753,1.9771800000000002,61.844076492977706,61.875674040948255
gradual_freezing,1,70428.9,248.674,167.178,116.046,171.845,990.734,211.78,0.000818613,0.00128014,1,0,19.56358333333333,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.84779057494839,372.293235070223,10.210140555308385,-6.393111094407544,1.981468,61.844076492977706,61.875811208454486
gradual_freezing,1,70489.0,248.733,166.681,115.59,170.908,985.285,211.767,0.000818924,0.00128066,1,0,19.580277777777777,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.860790574948396,366.8442350702229,9.7131405553084,-7.330111094407556,1.97057,61.844076492977706,61.87546317720925
gradual_freezing,1,70549.0,248.526,167.859,115.731,171.185,989.745,211.754,0.000819236,0.00128118,1,0,19.596944444444443,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.8737905749484,371.30423507022294,10.891140555308397,-7.053111094407541,1.97949,61.844076492977706,61.875747897939604
gradual_freezing,1,70609.0,248.066,167.178,115.349,172.405,989.357,211.741,0.000819547,0.0012817,1,0,19.613611111111112,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.88679057494838,370.9162350702229,10.210140555308385,-5.833111094407542,1.978714,61.844076492977706,61.87572307749683
gradual_freezing,1,70669.1,248.93,166.987,115.606,172.263,987.467,211.728,0.000819857,0.00128222,1,0,19.63030555555556,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.89979057494838,369.0262350702229,10.019140555308383,-5.975111094407538,1.974934,61.844076492977706,61.875602312814976
gradual_freezing,1,70729.1,248.976,167.171,115.17,171.961,987.79,211.715,0.000820167,0.00128274,1,0,19.646972222222225,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.91279057494839,369.3492350702229,10.20314055530838,-6.27711109440753,1.97558,61.844076492977706,61.875622935091954
gradual_freezing,1,70789.2,248.927,167.467,114.849,170.994,992.705,211.701,0.000820477,0.00128326,1,0,19.663666666666664,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.9267905749484,374.264235070223,10.4991405553084,-7.244111094407543,1.9854100000000001,61.844076492977706,61.87593756976437
gradual_freezing,1,70849.2,247.934,168.116,115.86,171.489,991.339,211.688,0.000820786,0.00128378,1,0,19.680333333333333,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.939790574948404,372.898235070223,11.148140555308402,-6.749111094407539,1.9826780000000002,61.844076492977706,61.87584996847285
gradual_freezing,1,70909.2,248.863,167.397,114.508,171.449,990.83,211.675,0.000821095,0.0012843,1,0,19.697,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.95279057494838,372.389235070223,10.42914055530838,-6.789111094407531,1.9816600000000002,61.844076492977706,61.87581735722671
gradual_freezing,1,70969.3,248.643,167.377,115.694,171.431,991.625,211.662,0.000821403,0.00128482,1,0,19.713694444444446,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.965790574948386,373.18423507022294,10.409140555308397,-6.8071110944075315,1.98325,61.844076492977706,61.87586829961886
gradual_freezing,1,71029.3,248.296,167.113,116.41,170.519,993.567,211.649,0.000821711,0.00128533,1,0,19.73036111111111,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.97879057494839,375.12623507022295,10.145140555308387,-7.719111094407538,1.987134,61.844076492977706,61.87599291165544
gradual_freezing,1,71089.4,248.714,167.26,115.976,171.401,991.087,211.636,0.000822019,0.00128585,1,0,19.747055555555555,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-43.991790574948396,372.64623507022293,10.292140555308379,-6.837111094407533,1.982174,61.844076492977706,61.87583382093169
gradual_freezing,1,71149.4,248.429,167.255,114.837,171.133,992.072,211.623,0.000822326,0.00128636,1,0,19.76372222222222,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-44.0047905749484,373.63123507022294,10.287140555308383,-7.105111094407533,1.9841440000000001,61.844076492977706,61.875896960626065
gradual_freezing,1,71209.5,249.063,167.764,115.25,171.8,992.325,211.61,0.000822632,0.00128688,1,0,19.780416666666667,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-44.01779057494838,373.884235070223,10.796140555308398,-6.438111094407532,1.98465,61.844076492977706,61.87591318834638
gradual_freezing,1,71269.5,248.322,166.383,115.035,171.322,990.494,211.598,0.000822939,0.00128739,1,0,19.797083333333333,gradual_freezing_run1,255.6277905749484,618.4407649297771,156.9678594446916,178.23811109440754,1055419.8663860464,0.6883448379583313,-44.02979057494838,372.05323507022297,9.415140555308398,-6.91611109440754,1.9809880000000002,61.844076492977706,61.87579583912777
